,vid,category,resolution,x_Subjects,MOSFull,MOSChunk00,MOSChunk05,MOSChunk10,stdFull,stdChunk00,stdChunk05,stdChunk10,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
194,NewsClip_480P-28eb,NewsClip,480,120,2.998,2.951,2.9739999999999998,2.889,0.5660000000000001,0.627,0.633,0.634,728,480,yuv420p,30.0,,,
195,NewsClip_480P-2b9b,NewsClip,480,113,2.421,2.314,2.331,2.221,0.7,0.655,0.818,0.873,640,480,yuv422p,29.97002997,,,
196,NewsClip_480P-2ba7,NewsClip,480,123,2.7910000000000004,2.537,2.381,2.585,0.5920000000000001,0.547,0.5,0.484,640,480,yuv420p,25.0,,,
198,NewsClip_480P-31bd,NewsClip,480,126,3.61,3.4610000000000003,3.596,3.592,0.467,0.507,0.47200000000000003,0.528,854,480,yuv420p,30.0,,,
199,NewsClip_480P-3672,NewsClip,480,123,3.802,3.653,3.418,3.4819999999999998,0.523,0.42200000000000004,0.475,0.486,640,480,yuv420p,25.0,,,
200,NewsClip_480P-36d0,NewsClip,480,110,3.764,3.972,3.6630000000000003,3.55,0.494,0.508,0.423,0.456,640,480,yuv420p,25.0,,,
201,NewsClip_480P-4072,NewsClip,480,123,2.481,2.2880000000000003,2.525,2.426,0.606,0.532,0.625,0.605,600,480,yuv420p,24.962,,,
202,NewsClip_480P-41b1,NewsClip,480,114,3.623,3.41,3.472,3.5189999999999997,0.456,0.445,0.41700000000000004,0.44299999999999995,854,480,yuv420p,25.0,,,
203,NewsClip_480P-437c,NewsClip,480,118,3.011,2.947,3.1210000000000004,3.127,0.562,0.601,0.607,0.606,720,480,yuv420p,29.97002997,,,
204,NewsClip_480P-49c9,NewsClip,480,112,3.975,3.798,3.7880000000000003,3.8569999999999998,0.493,0.473,0.43200000000000005,0.466,640,480,yuv420p,25.0,,,
205,NewsClip_480P-4a9f,NewsClip,480,136,2.983,3.156,2.927,3.1489999999999996,0.583,0.495,0.612,0.518,720,480,yuv420p,29.97002997,,,
206,NewsClip_480P-4e77,NewsClip,480,117,3.45,3.576,3.298,2.798,0.502,0.523,0.544,0.602,854,480,yuv420p,25.0,,,
207,NewsClip_480P-543f,NewsClip,480,122,3.423,3.466,3.1060000000000003,2.997,0.491,0.452,0.5489999999999999,0.644,856,480,yuv420p,25.0,,,
208,NewsClip_480P-5a3b,NewsClip,480,110,2.237,1.8659999999999999,1.9809999999999999,2.522,0.8859999999999999,0.7190000000000001,0.7929999999999999,0.737,640,480,yuv420p,25.0,,,
209,NewsClip_480P-5e7f,NewsClip,480,111,3.105,3.1039999999999996,3.1319999999999997,3.22,0.62,0.5770000000000001,0.49700000000000005,0.505,640,480,yuv420p,25.0,,,
210,NewsClip_480P-606e,NewsClip,480,114,2.9210000000000003,2.73,2.835,2.988,0.613,0.621,0.6629999999999999,0.594,856,480,yuv420p,25.0,,,
211,NewsClip_480P-6615,NewsClip,480,124,3.51,3.301,3.199,3.275,0.47600000000000003,0.43700000000000006,0.514,0.498,854,480,yuv420p,29.97002997,,,
212,NewsClip_480P-696e,NewsClip,480,132,3.102,2.8369999999999997,3.134,3.2239999999999998,0.6709999999999999,0.6970000000000001,0.679,0.5660000000000001,640,480,yuv420p,25.0,,,
213,NewsClip_480P-6bfa,NewsClip,480,105,3.793,3.884,3.8139999999999996,3.845,0.493,0.523,0.473,0.447,640,480,yuv420p,25.0,,,
214,NewsClip_480P-7232,NewsClip,480,128,2.991,2.924,2.804,2.805,0.644,0.594,0.622,0.5870000000000001,856,480,yuv420p,25.0,,,
215,NewsClip_480P-72b8,NewsClip,480,122,3.407,3.375,3.23,3.429,0.49,0.469,0.506,0.508,640,480,yuv420p,25.0,,,
217,NewsClip_480P-7a0d,NewsClip,480,124,3.7539999999999996,3.83,3.67,3.742,0.523,0.507,0.523,0.503,640,480,yuv420p,25.0,,,
218,Sports_480P-0623,Sports,480,128,3.1060000000000003,3.092,2.938,2.8939999999999997,0.682,0.662,0.64,0.6609999999999999,720,576,yuv420p,25.0,,,
219,Sports_480P-0827,Sports,480,108,2.9139999999999997,2.7769999999999997,2.7489999999999997,2.637,0.6629999999999999,0.623,0.534,0.526,720,576,yuv420p,25.0,,,
220,Sports_480P-0af9,Sports,480,133,3.765,3.693,3.675,3.639,0.504,0.502,0.525,0.514,640,480,yuv420p,29.97002997,,,
221,Sports_480P-0bb9,Sports,480,114,3.4189999999999996,3.182,3.575,3.659,0.532,0.644,0.596,0.46399999999999997,720,576,yuv420p,25.0,,,
222,Sports_480P-0efe,Sports,480,131,3.673,3.6039999999999996,3.678,3.635,0.47,0.478,0.489,0.5,848,480,yuv420p,59.94006309,,,
223,Sports_480P-1019,Sports,480,117,3.3160000000000003,3.125,3.245,3.193,0.627,0.546,0.6,0.649,768,576,yuv420p,25.0,,,
224,Sports_480P-1056,Sports,480,114,3.1489999999999996,3.008,3.05,2.8819999999999997,0.659,0.632,0.6459999999999999,0.622,720,576,yuv420p,25.0,,,
225,Sports_480P-11ec,Sports,480,121,1.6119999999999999,1.54,1.4340000000000002,1.449,0.607,0.561,0.45,0.508,720,480,yuv420p,29.97002997,,,
226,Sports_480P-1396,Sports,480,133,3.4589999999999996,3.3110000000000004,3.4139999999999997,3.093,0.551,0.5529999999999999,0.47700000000000004,0.617,720,576,yuv420p,25.0,,,
227,Sports_480P-19e4,Sports,480,112,3.835,3.718,3.772,3.822,0.457,0.499,0.43,0.484,854,480,yuv420p,29.97002997,,,
228,Sports_480P-1d1b,Sports,480,121,2.177,2.522,2.594,2.555,0.7290000000000001,0.662,0.775,0.708,768,576,yuv420p,25.0,,,
229,Sports_480P-1fe9,Sports,480,142,1.706,1.7380000000000002,1.757,1.909,0.612,0.597,0.657,0.6629999999999999,720,480,yuv420p,29.97002997,,,
230,Sports_480P-2053,Sports,480,117,3.1489999999999996,2.787,2.898,3.469,0.635,0.6509999999999999,0.659,0.465,720,576,yuv420p,25.0,,,
231,Sports_480P-211f,Sports,480,131,2.715,2.7119999999999997,2.5869999999999997,2.676,0.68,0.706,0.7340000000000001,0.6759999999999999,352,480,yuv420p,29.97002997,,,
232,Sports_480P-2dfe,Sports,480,105,2.401,2.3280000000000003,2.295,2.309,0.5589999999999999,0.62,0.617,0.602,720,576,yuv420p,29.97002997,,,
233,Sports_480P-3195,Sports,480,121,3.537,3.094,3.235,3.4419999999999997,0.541,0.6759999999999999,0.575,0.527,720,576,yuv420p,25.0,,,
234,Sports_480P-3404,Sports,480,117,3.533,3.207,3.287,3.3569999999999998,0.484,0.47700000000000004,0.467,0.466,854,480,yuv420p,24.746,,,
235,Sports_480P-35ea,Sports,480,105,3.668,3.4389999999999996,3.51,3.5010000000000003,0.439,0.594,0.511,0.557,720,480,yuv420p,29.97002997,,,
236,Sports_480P-3ca4,Sports,480,139,2.3890000000000002,2.041,2.097,2.122,0.736,0.718,0.46799999999999997,0.505,720,576,yuv420p,25.0,,,
237,Sports_480P-3dfd,Sports,480,126,3.498,3.38,3.234,3.177,0.54,0.545,0.5670000000000001,0.611,640,480,yuv420p,29.97002997,,,
238,Sports_480P-3f50,Sports,480,127,4.234,4.32,4.242,3.9219999999999997,0.397,0.43,0.369,0.511,960,540,yuv420p,25.0,,,
239,Sports_480P-41a5,Sports,480,141,1.97,1.845,1.585,1.528,0.635,0.614,0.599,0.544,854,480,yuv420p,25.0,,,
240,Sports_480P-44e5,Sports,480,129,3.17,2.991,3.332,3.2760000000000002,0.693,0.648,0.534,0.508,720,576,yuv420p,25.0,,,
241,Sports_480P-4cf8,Sports,480,119,2.023,1.7280000000000002,1.8130000000000002,2.053,0.866,0.5379999999999999,0.6609999999999999,0.564,720,576,yuv420p,25.0,,,
242,Sports_480P-5224,Sports,480,115,2.866,2.915,2.688,2.516,0.645,0.519,0.5429999999999999,0.5710000000000001,640,480,yuv420p,29.662,,,
243,Sports_480P-5871,Sports,480,126,2.698,2.553,2.637,2.7230000000000003,0.5710000000000001,0.557,0.625,0.6990000000000001,640,480,yuv420p,29.97002997,,,
244,Sports_480P-5f38,Sports,480,135,3.7710000000000004,3.679,3.6310000000000002,3.592,0.495,0.431,0.486,0.503,360,640,yuv420p,15.245999999999999,,,
245,Sports_480P-6508,Sports,480,120,3.448,3.154,3.34,3.154,0.515,0.591,0.537,0.634,720,576,yuv420p,25.0,,,
246,Sports_480P-6e41,Sports,480,115,3.306,3.213,3.3689999999999998,3.2260000000000004,0.625,0.594,0.5920000000000001,0.608,720,576,yuv420p,25.0,,,
247,Sports_480P-77e3,Sports,480,118,3.053,3.074,3.147,3.0660000000000003,0.612,0.619,0.63,0.612,720,480,yuv420p,29.97002997,,,
248,Sports_480P-7f7e,Sports,480,146,1.953,1.808,1.641,1.848,0.655,0.55,0.509,0.593,720,576,yuv420p,29.97002997,,,
249,TelevisionClip_480P-09d8,TelevisionClip,480,136,2.908,2.7119999999999997,2.727,2.5660000000000003,0.633,0.478,0.588,0.62,640,480,yuv420p,30.0,,,
251,TelevisionClip_480P-0e46,TelevisionClip,480,109,2.8810000000000002,2.8739999999999997,2.6519999999999997,2.4090000000000003,0.631,0.612,0.539,0.5329999999999999,640,480,yuv422p,29.97002997,,,
252,TelevisionClip_480P-19d3,TelevisionClip,480,111,3.4419999999999997,3.464,3.385,3.495,0.522,0.517,0.499,0.515,854,480,yuv420p,25.0,,,
253,TelevisionClip_480P-1b49,TelevisionClip,480,117,3.1830000000000003,2.9219999999999997,2.855,2.9130000000000003,0.512,0.623,0.523,0.605,640,480,yuv422p,29.97002997,,,
254,TelevisionClip_480P-27ca,TelevisionClip,480,115,3.475,3.56,3.5069999999999997,3.4419999999999997,0.45799999999999996,0.5,0.488,0.466,640,480,yuv422p,30.0,,,
256,TelevisionClip_480P-2ead,TelevisionClip,480,118,2.371,2.2640000000000002,2.251,1.926,0.69,0.555,0.499,0.612,722,480,yuv420p,25.0,,,
257,TelevisionClip_480P-30b6,TelevisionClip,480,107,2.609,2.784,2.793,2.832,0.535,0.643,0.627,0.65,640,480,yuv420p,29.97002997,,,
258,TelevisionClip_480P-3284,TelevisionClip,480,108,3.1689999999999996,2.9610000000000003,2.908,2.975,0.537,0.605,0.601,0.6,656,480,yuv420p,29.97002997,,,
259,TelevisionClip_480P-3617,TelevisionClip,480,122,2.312,1.599,2.585,2.84,0.653,0.659,0.65,0.64,848,480,yuv422p,30.0,,,
260,TelevisionClip_480P-373d,TelevisionClip,480,147,3.0439999999999996,2.969,2.573,2.476,0.633,0.605,0.47,0.5329999999999999,720,480,yuv420p,29.97002997,,,
261,TelevisionClip_480P-3c64,TelevisionClip,480,106,3.4560000000000004,3.2710000000000004,3.279,3.221,0.485,0.431,0.451,0.483,640,480,yuv420p,29.97002997,,,
262,TelevisionClip_480P-415c,TelevisionClip,480,122,3.5439999999999996,3.307,3.2889999999999997,3.1289999999999996,0.451,0.434,0.42,0.502,720,480,yuv420p,29.97002997,,,
263,TelevisionClip_480P-436c,TelevisionClip,480,117,2.823,2.823,2.657,2.8169999999999997,0.6609999999999999,0.605,0.506,0.586,368,480,yuv420p,29.97002997,,,
264,TelevisionClip_480P-4c6b,TelevisionClip,480,126,3.85,3.7260000000000004,3.718,3.8,0.469,0.462,0.391,0.439,720,480,yuv420p,29.97002997,,,
265,TelevisionClip_480P-59f0,TelevisionClip,480,123,2.8960000000000004,2.7539999999999996,2.7439999999999998,2.93,0.644,0.499,0.545,0.608,640,480,yuv420p,29.97002997,,,
266,TelevisionClip_480P-723e,TelevisionClip,480,118,2.8819999999999997,2.88,2.719,2.819,0.62,0.696,0.65,0.652,640,480,yuv420p,29.97002997,,,
268,VerticalVideo_480P-1bb9,VerticalVideo,480,114,3.825,3.5789999999999997,3.7539999999999996,3.845,0.5539999999999999,0.5479999999999999,0.501,0.45899999999999996,768,1024,yuv420p,30.0,,,
269,VerticalVideo_480P-2aa1,VerticalVideo,480,139,4.402,4.404,4.44,4.383,0.39399999999999996,0.41700000000000004,0.391,0.41700000000000004,608,1080,yuv420p,30.0,,,
270,VerticalVideo_480P-2fa4,VerticalVideo,480,121,4.133,4.137,4.253,4.324,0.389,0.55,0.534,0.42100000000000004,608,1080,yuv420p,29.804000000000002,,,
271,VerticalVideo_480P-34b9,VerticalVideo,480,113,3.5269999999999997,3.515,3.4410000000000003,3.554,0.456,0.49700000000000005,0.475,0.47600000000000003,480,856,yuv420p,30.022,,,
272,VerticalVideo_480P-3a6a,VerticalVideo,480,114,4.337,4.383,4.405,4.316,0.348,0.47,0.503,0.483,480,854,yuv420p,160.0,,,
274,VerticalVideo_480P-419c,VerticalVideo,480,143,3.78,3.588,3.5639999999999996,3.641,0.447,0.45399999999999996,0.475,0.48,480,848,yuv420p,30.0,,,
275,VerticalVideo_480P-467e,VerticalVideo,480,127,3.383,3.205,3.157,3.216,0.52,0.6729999999999999,0.705,0.623,480,854,yuv420p,30.0,,,
277,VerticalVideo_480P-51b7,VerticalVideo,480,140,2.299,2.763,1.7069999999999999,1.374,0.872,0.61,0.6409999999999999,0.48,608,1080,yuv420p,14.011,,,
279,VerticalVideo_480P-550d,VerticalVideo,480,112,3.832,3.647,,,0.544,0.7879999999999999,,,608,1080,yuv420p,270.36,,,
280,VerticalVideo_480P-572a,VerticalVideo,480,135,3.4989999999999997,3.502,3.471,3.576,0.473,0.405,0.43799999999999994,0.426,480,856,yuv420p,30.022,,,
281,VerticalVideo_480P-7278,VerticalVideo,480,133,3.005,2.863,2.9330000000000003,2.9,0.588,0.611,0.609,0.6409999999999999,612,1088,yuv420p,26.511,,,
283,VerticalVideo_480P-790a,VerticalVideo,480,124,4.248,4.173,4.261,4.363,0.526,0.606,0.622,0.521,720,1080,yuv420p,46.856,,,
285,Vlog_480P-08c7,Vlog,480,120,3.591,3.2539999999999996,3.242,3.571,0.446,0.486,0.46399999999999997,0.49700000000000005,854,480,yuv420p,29.97002997,,,
286,Vlog_480P-0980,Vlog,480,129,2.755,2.803,2.807,2.612,0.623,0.613,0.645,0.5720000000000001,720,480,yuv420p,29.97002997,,,
287,Vlog_480P-0ddc,Vlog,480,114,4.075,3.9760000000000004,4.215,3.891,0.414,0.532,0.59,0.519,720,480,yuv420p,30.136,,,
288,Vlog_480P-1b39,Vlog,480,130,2.325,2.266,2.352,2.0980000000000003,0.672,0.5579999999999999,0.597,0.552,640,480,yuv420p,29.97002997,,,
290,Vlog_480P-206f,Vlog,480,116,2.779,2.556,2.421,2.508,0.732,0.659,0.94,0.695,640,480,yuv420p,30.0,,,
291,Vlog_480P-279d,Vlog,480,124,3.373,3.323,3.38,3.403,0.58,0.501,0.479,0.466,720,480,yuv411p,29.97002997,,,
292,Vlog_480P-2cad,Vlog,480,132,3.2439999999999998,3.1719999999999997,3.263,3.261,0.63,0.688,0.701,0.7,720,480,yuv411p,29.97002997,,,
293,Vlog_480P-34ba,Vlog,480,122,3.6660000000000004,3.696,3.772,3.665,0.475,0.434,0.45899999999999996,0.449,640,480,yuv420p,29.97002997,,,
294,Vlog_480P-476b,Vlog,480,119,3.431,3.245,3.343,3.4160000000000004,0.505,0.649,0.45399999999999996,0.508,854,480,yuv420p,29.97002997,,,
295,Vlog_480P-4beb,Vlog,480,125,2.512,2.4130000000000003,2.418,2.395,0.639,0.578,0.569,0.5529999999999999,640,480,yuv420p,30.0,,,
296,Vlog_480P-5275,Vlog,480,123,3.12,3.2739999999999996,3.082,3.05,0.5489999999999999,0.555,0.64,0.604,640,480,yuv420p,25.0,,,
297,Vlog_480P-535d,Vlog,480,110,2.846,2.825,2.8289999999999997,2.8289999999999997,0.493,0.605,0.49,0.537,720,480,yuv420p,29.97002997,,,
298,Vlog_480P-59dc,Vlog,480,116,3.2060000000000004,3.285,3.236,3.3569999999999998,0.45,0.5,0.495,0.5329999999999999,640,480,yuv420p,30.026,,,
300,Vlog_480P-5dfe,Vlog,480,110,3.8,3.803,3.7539999999999996,3.225,0.5,0.415,0.386,0.6779999999999999,854,480,yuv420p,29.97002997,,,
301,Vlog_480P-5e1c,Vlog,480,121,2.5810000000000004,2.229,,,1.01,1.005,,,640,480,yuv420p,1.9980019980000001,,,
303,Vlog_480P-6395,Vlog,480,103,3.755,3.679,3.6830000000000003,3.647,0.46,0.485,0.532,0.569,640,480,yuv420p,30.0,,,
304,Vlog_480P-6c60,Vlog,480,112,2.487,2.6660000000000004,2.682,2.435,0.624,0.8270000000000001,0.737,0.65,640,480,yuv420p,30.0,,,
306,Vlog_480P-7237,Vlog,480,130,3.89,3.752,3.7969999999999997,3.702,0.446,0.446,0.48200000000000004,0.431,854,480,yuv420p,29.97002997,,,
307,Vlog_480P-7615,Vlog,480,108,2.588,2.878,2.752,2.865,0.746,0.7070000000000001,0.591,0.7020000000000001,640,480,yuv420p,30.0,,,
308,Vlog_480P-7754,Vlog,480,118,3.944,4.0969999999999995,4.055,4.124,0.428,0.386,0.38299999999999995,0.36200000000000004,854,480,yuv420p,29.97002997,,,
309,Vlog_480P-7d0c,Vlog,480,119,3.577,3.614,3.707,3.426,0.501,0.43,0.447,0.5,640,480,yuv422p,30.0,,,
