,vid,category,resolution,x_Subjects,MOSFull,MOSChunk00,MOSChunk05,MOSChunk10,stdFull,stdChunk00,stdChunk05,stdChunk10,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
198,Gaming_1080P-2e97,Gaming,1080,133,4.391,4.324,4.29,4.279,0.48700000000000004,0.467,0.478,0.46299999999999997,1920,1080,yuv420p,60.0,,,
199,Gaming_1080P-35fa,Gaming,1080,117,3.035,2.991,2.9339999999999997,2.6689999999999996,0.637,0.7040000000000001,0.654,0.7,1920,1080,yuv420p,30.0,,,
200,Gaming_1080P-3a9d,Gaming,1080,116,3.872,3.9760000000000004,4.087,4.056,0.5529999999999999,0.518,0.597,0.598,1920,1080,yuv420p,23.976023976024,,,
201,Gaming_1080P-3bf7,Gaming,1080,130,3.245,2.845,2.838,2.946,0.763,0.6629999999999999,0.6779999999999999,0.679,1920,1080,yuv420p,60.0,,,
202,Gaming_1080P-3d58,Gaming,1080,124,3.782,3.96,3.915,4.066,0.47,0.6779999999999999,0.5379999999999999,0.568,1920,1080,yuv420p,59.0,,,
204,Gaming_1080P-44c4,Gaming,1080,129,3.839,3.73,3.758,3.798,0.657,0.585,0.578,0.58,1920,1080,yuv420p,59.0,,,
205,Gaming_1080P-45af,Gaming,1080,138,4.373,4.499,4.488,4.353,0.486,0.396,0.401,0.429,1920,1080,yuv420p,29.970029970029998,,,
206,Gaming_1080P-45fc,Gaming,1080,124,3.695,3.592,3.678,3.8360000000000003,0.624,0.638,0.555,0.564,1920,1080,yuv420p,60.0,,,
207,Gaming_1080P-4865,Gaming,1080,132,4.355,4.284,4.302,4.09,0.48,0.532,0.495,0.461,1920,1080,yuv420p,59.9400630914826,,,
208,Gaming_1080P-51fc,Gaming,1080,114,4.377,4.312,4.386,4.213,0.531,0.49700000000000005,0.494,0.575,1920,1080,yuv420p,60.0,,,
211,Gaming_1080P-564e,Gaming,1080,120,4.322,4.19,4.234,4.348,0.525,0.35600000000000004,0.49700000000000005,0.439,1920,1080,yuv420p,60.0,,,
212,Gaming_1080P-57ca,Gaming,1080,136,4.409,4.289,4.3580000000000005,4.39,0.505,0.598,0.594,0.505,1920,1080,yuv420p,51.7390029325513,,,
213,Gaming_1080P-58ba,Gaming,1080,115,3.952,3.861,3.87,3.713,0.456,0.485,0.446,0.39799999999999996,1440,1080,yuv420p,25.0,,,
216,Gaming_1080P-5ae7,Gaming,1080,110,3.3280000000000003,3.4539999999999997,2.8760000000000003,2.7689999999999997,0.701,0.708,0.6829999999999999,0.755,1920,1080,yuv420p,60.0,,,
217,Gaming_1080P-6530,Gaming,1080,115,3.92,4.098,3.3539999999999996,3.5010000000000003,0.475,0.624,0.69,0.609,1920,1080,yuv420p,25.0,,,
218,Gaming_1080P-6578,Gaming,1080,154,4.399,4.413,4.412,4.379,0.504,0.425,0.46399999999999997,0.46299999999999997,1920,1080,yuv420p,60.0,,,
219,Gaming_1080P-66d2,Gaming,1080,129,4.1419999999999995,4.178999999999999,4.249,3.989,0.628,0.624,0.59,0.602,1920,1080,yuv420p,30.0,,,
220,Gaming_1080P-698a,Gaming,1080,118,3.7430000000000003,3.799,3.6180000000000003,3.625,0.579,0.561,0.557,0.562,1920,1080,yuv420p,60.0,,,
222,Gaming_1080P-6d53,Gaming,1080,118,3.821,4.021,4.156000000000001,4.14,0.552,0.503,0.603,0.591,1920,1080,yuv420p,60.0,,,
223,Gaming_1080P-6db2,Gaming,1080,118,3.475,3.2030000000000003,3.302,3.1439999999999997,0.741,0.7959999999999999,0.779,0.735,1920,1080,yuv420p,29.970029970029998,,,
224,Gaming_1080P-6dc6,Gaming,1080,111,4.602,4.44,4.417,4.471,0.401,0.40700000000000003,0.456,0.43200000000000005,1920,1080,yuv420p,30.0,,,
225,Gaming_1080P-6e45,Gaming,1080,118,2.517,2.412,2.273,2.3369999999999997,1.047,0.9740000000000001,0.9520000000000001,0.985,1920,1080,yuv420p,30.0,,,
226,Gaming_1080P-71a5,Gaming,1080,114,4.482,4.562,4.543,4.547,0.47700000000000004,0.42700000000000005,0.42200000000000004,0.402,1920,1080,yuv420p,39.0,,,
227,Gaming_1080P-72c8,Gaming,1080,119,4.3660000000000005,4.408,4.412,4.5089999999999995,0.503,0.39299999999999996,0.446,0.39799999999999996,1920,1080,yuv420p,30.0,,,
228,Gaming_1080P-777b,Gaming,1080,129,4.05,3.773,3.9760000000000004,3.8289999999999997,0.635,0.508,0.5710000000000001,0.626,1920,1080,yuv420p,59.0,,,
229,Gaming_1080P-7a1e,Gaming,1080,116,4.024,3.927,3.9210000000000003,4.127,0.504,0.606,0.5870000000000001,0.607,1920,1080,yuv420p,29.970029970029998,,,
256,Gaming_360P-043e,Gaming,360,106,2.582,2.655,2.5380000000000003,2.4130000000000003,0.605,0.7809999999999999,0.69,0.6990000000000001,450,360,yuv420p,30.0,,,
257,Gaming_360P-0b98,Gaming,360,134,3.14,2.812,2.583,3.415,0.728,0.7,0.934,0.616,640,360,yuv420p,30.0,,,
259,Gaming_360P-187a,Gaming,360,126,3.133,3.0010000000000003,3.198,3.062,0.667,0.6559999999999999,0.589,0.654,640,360,yuv420p,29.970029970029998,,,
263,Gaming_360P-215f,Gaming,360,120,2.8689999999999998,2.775,2.748,2.745,0.677,0.659,0.721,0.573,640,360,yuv420p,30.0,,,
264,Gaming_360P-2164,Gaming,360,111,3.245,3.034,2.9539999999999997,3.0039999999999996,0.6970000000000001,0.629,0.6709999999999999,0.6409999999999999,640,360,yuv422p,25.0,,,
265,Gaming_360P-21d2,Gaming,360,127,2.372,2.498,2.45,2.5660000000000003,0.6709999999999999,0.865,0.8440000000000001,0.848,480,360,yuv420p,25.0,,,
266,Gaming_360P-2330,Gaming,360,120,2.6069999999999998,2.2840000000000003,2.458,2.475,0.7390000000000001,0.57,0.7559999999999999,0.536,640,360,yuv420p,29.970029970029998,,,
267,Gaming_360P-279f,Gaming,360,127,2.841,2.895,2.983,2.9419999999999997,0.59,0.853,0.731,0.6990000000000001,640,360,yuv420p,30.0,,,
269,Gaming_360P-2f99,Gaming,360,129,3.281,3.4130000000000003,3.43,3.145,0.7090000000000001,0.48100000000000004,0.524,0.647,640,360,yuv420p,45.335,,,
270,Gaming_360P-3794,Gaming,360,113,1.475,1.5430000000000001,1.621,1.5590000000000002,0.547,0.622,0.71,0.6559999999999999,640,360,yuv420p,18.506,,,
272,Gaming_360P-3eb6,Gaming,360,145,3.1839999999999997,3.2760000000000002,3.103,3.108,0.6579999999999999,0.6579999999999999,0.67,0.6890000000000001,640,360,yuv420p,59.7909967845659,,,
273,Gaming_360P-48b0,Gaming,360,110,3.427,3.4339999999999997,3.287,3.245,0.5,0.521,0.5670000000000001,0.569,480,360,yuv420p,24.919,,,
274,Gaming_360P-4f09,Gaming,360,124,3.5060000000000002,3.417,3.511,3.3160000000000003,0.634,0.604,0.611,0.619,640,360,yuv420p,30.0,,,
276,Gaming_360P-56fe,Gaming,360,127,2.439,2.293,2.041,2.305,0.767,0.705,0.665,0.5710000000000001,640,360,yuv420p,24.0,,,
277,Gaming_360P-586d,Gaming,360,109,3.0260000000000002,2.813,2.827,2.911,0.743,0.648,0.67,0.647,640,360,yuv420p,60.0489977728285,,,
278,Gaming_360P-5e0f,Gaming,360,123,3.012,2.9560000000000004,3.049,3.1860000000000004,0.695,0.66,0.65,0.71,464,360,yuv420p,30.0,,,
279,Gaming_360P-6207,Gaming,360,113,3.3489999999999998,3.3680000000000003,3.252,3.31,0.613,0.527,0.6809999999999999,0.613,640,360,yuv420p,30.0,,,
280,Gaming_360P-63e6,Gaming,360,117,2.636,2.543,2.362,2.397,0.726,0.722,0.595,0.624,640,360,yuv420p,24.453000000000003,,,
283,Gaming_360P-73c7,Gaming,360,124,3.247,3.2439999999999998,3.235,3.323,0.67,0.557,0.588,0.5710000000000001,640,360,yuv420p,23.976023976024,,,
284,Gaming_360P-7975,Gaming,360,127,2.761,2.765,2.7460000000000004,2.417,0.665,0.679,0.581,0.573,640,360,yuv420p,30.0,,,
285,Gaming_360P-7acb,Gaming,360,106,3.0589999999999997,3.08,2.862,2.927,0.6,0.627,0.605,0.664,640,360,yuv420p,30.0,,,
286,Gaming_480P-0109,Gaming,480,118,2.436,2.406,2.536,2.468,0.585,0.51,0.518,0.55,640,480,yuv420p,24.846,,,
288,Gaming_480P-09ab,Gaming,480,128,3.795,3.747,3.8289999999999997,3.78,0.5670000000000001,0.5710000000000001,0.552,0.511,848,480,yuv420p,30.0,,,
289,Gaming_480P-0a03,Gaming,480,124,2.676,2.5810000000000004,2.484,2.559,0.7490000000000001,0.725,0.735,0.742,720,480,yuv411p,29.970029970029998,,,
291,Gaming_480P-0d23,Gaming,480,113,3.466,3.378,3.3310000000000004,3.358,0.583,0.546,0.68,0.6579999999999999,640,480,yuv420p,29.6,,,
292,Gaming_480P-0dbc,Gaming,480,114,2.9730000000000003,2.8510000000000004,2.968,2.938,0.611,0.57,0.616,0.61,720,480,yuv422p,29.970029970029998,,,
293,Gaming_480P-14fc,Gaming,480,124,3.822,3.7319999999999998,3.813,3.84,0.503,0.574,0.45299999999999996,0.48700000000000004,854,480,yuv420p,29.970029970029998,,,
294,Gaming_480P-1542,Gaming,480,104,2.7760000000000002,2.545,2.7060000000000004,2.636,0.657,0.622,0.645,0.633,854,480,yuv420p,29.970029970029998,,,
295,Gaming_480P-20ca,Gaming,480,117,2.891,2.95,2.861,2.693,0.731,0.72,0.72,0.67,720,480,yuv411p,29.970029970029998,,,
299,Gaming_480P-3a44,Gaming,480,112,3.043,2.9189999999999996,2.957,3.062,0.607,0.672,0.655,0.648,720,480,yuv420p,29.970029970029998,,,
300,Gaming_480P-445b,Gaming,480,106,3.714,3.825,3.8289999999999997,3.648,0.523,0.46799999999999997,0.512,0.48200000000000004,640,480,yuv420p,29.970029970029998,,,
301,Gaming_480P-4560,Gaming,480,114,3.904,3.8139999999999996,3.9419999999999997,3.91,0.527,0.466,0.52,0.474,854,480,yuv420p,59.545,,,
302,Gaming_480P-5a5a,Gaming,480,130,3.478,3.216,3.373,3.522,0.583,0.7140000000000001,0.6759999999999999,0.562,854,480,yuv420p,25.0,,,
303,Gaming_480P-61ee,Gaming,480,115,3.6310000000000002,3.435,3.46,3.24,0.503,0.491,0.502,0.667,640,480,pal8,70.0,,,
304,Gaming_480P-626a,Gaming,480,122,3.786,3.701,3.498,3.6319999999999997,0.498,0.48,0.52,0.505,856,480,yuv420p,30.0,,,
305,Gaming_480P-6491,Gaming,480,122,3.013,2.875,3.009,3.115,0.695,0.6659999999999999,0.6759999999999999,0.625,720,480,yuv420p,29.932,,,
306,Gaming_480P-6548,Gaming,480,126,2.8710000000000004,2.61,2.528,3.077,0.727,0.7909999999999999,0.764,0.6970000000000001,640,480,yuv420p,29.970029970029998,,,
307,Gaming_480P-6a5a,Gaming,480,124,3.468,3.312,3.42,3.483,0.512,0.574,0.564,0.532,854,480,yuv420p,29.970029970029998,,,
308,Gaming_480P-6c92,Gaming,480,140,2.3480000000000003,2.21,2.281,2.4,0.899,0.69,0.889,0.619,864,480,yuv420p,29.706,,,
309,Gaming_480P-6cdc,Gaming,480,127,2.425,2.23,2.162,2.463,0.527,0.484,0.493,0.504,640,480,yuv420p,29.970029970029998,,,
310,Gaming_480P-6d1e,Gaming,480,117,2.674,2.569,2.6310000000000002,2.678,0.632,0.66,0.737,0.672,566,480,yuv420p,29.970029970029998,,,
311,Gaming_480P-6f4b,Gaming,480,120,3.67,3.588,3.509,3.603,0.494,0.537,0.53,0.493,864,480,yuv420p,30.0,,,
312,Gaming_480P-75f7,Gaming,480,127,2.798,2.7880000000000003,3.0060000000000002,2.9930000000000003,0.728,0.8109999999999999,0.674,0.65,640,480,yuv420p,29.970029970029998,,,
314,Gaming_480P-7a08,Gaming,480,128,3.792,3.7439999999999998,3.5380000000000003,3.698,0.5670000000000001,0.5870000000000001,0.7090000000000001,0.542,640,480,yuv420p,35.0,,,
315,Gaming_480P-7ccb,Gaming,480,118,3.5810000000000004,3.4530000000000003,3.609,3.6069999999999998,0.506,0.512,0.517,0.517,852,480,yuv420p,30.0210016155089,,,
316,Gaming_480P-7e76,Gaming,480,117,2.397,2.146,2.336,2.306,0.695,0.888,0.652,0.616,720,480,yuv411p,29.970029970029998,,,
317,Gaming_720P-0fba,Gaming,720,120,4.0889999999999995,3.77,3.763,3.785,0.61,0.521,0.52,0.565,1280,720,yuv420p,60.0,,,
318,Gaming_720P-0fdb,Gaming,720,115,3.263,2.91,3.071,3.26,0.6890000000000001,0.7659999999999999,0.728,0.6809999999999999,1280,720,yuv420p,30.0,,,
320,Gaming_720P-103a,Gaming,720,127,4.056,3.932,4.001,4.006,0.61,0.495,0.405,0.503,1280,720,yuv420p,30.0,,,
321,Gaming_720P-1cbb,Gaming,720,124,4.01,3.892,4.051,3.937,0.5329999999999999,0.535,0.419,0.491,1280,720,yuv420p,30.0,,,
322,Gaming_720P-221d,Gaming,720,135,3.252,3.2060000000000004,3.2110000000000003,3.242,0.66,0.628,0.667,0.637,1280,720,yuv420p,26.934,,,
323,Gaming_720P-25aa,Gaming,720,127,2.952,2.924,2.9,2.855,0.8859999999999999,0.773,0.757,0.8270000000000001,1280,720,yuv420p,29.970029970029998,,,
324,Gaming_720P-2dbe,Gaming,720,138,4.327,4.229,4.217,4.1339999999999995,0.489,0.584,0.5489999999999999,0.596,1280,720,yuv420p,29.970029970029998,,,
325,Gaming_720P-312f,Gaming,720,125,3.826,3.7910000000000004,3.761,3.7089999999999996,0.5,0.545,0.541,0.512,1280,720,yuv420p,60.0489977728285,,,
326,Gaming_720P-324d,Gaming,720,113,3.145,2.755,3.076,3.043,0.843,0.8909999999999999,0.8190000000000001,0.8640000000000001,3840,720,yuv420p,29.896,,,
327,Gaming_720P-3524,Gaming,720,114,3.11,2.94,2.501,2.225,0.728,0.7879999999999999,0.674,0.785,1280,720,yuv420p,30.0,,,
328,Gaming_720P-40b2,Gaming,720,124,3.855,3.943,3.861,3.7910000000000004,0.435,0.508,0.518,0.491,1280,720,yuv420p,29.970029970029998,,,
329,Gaming_720P-469a,Gaming,720,143,4.124,4.2010000000000005,3.977,3.917,0.575,0.52,0.5529999999999999,0.475,1280,720,yuv420p,60.0,,,
330,Gaming_720P-4813,Gaming,720,109,4.29,4.144,4.0889999999999995,3.908,0.433,0.526,0.434,0.569,1280,720,yuv420p,60.18,,,
331,Gaming_720P-493e,Gaming,720,113,3.5669999999999997,3.688,3.694,3.24,0.565,0.64,0.672,0.725,1280,720,yuv420p,29.970029970029998,,,
332,Gaming_720P-4cda,Gaming,720,122,3.62,3.446,3.593,3.445,0.512,0.574,0.505,0.465,1280,720,yuv420p,30.0,,,
333,Gaming_720P-5973,Gaming,720,123,4.067,4.122,4.1610000000000005,4.082,0.474,0.612,0.603,0.588,1280,720,yuv420p,30.0,,,
334,Gaming_720P-5ba2,Gaming,720,107,4.281000000000001,4.247,4.35,4.246,0.564,0.48100000000000004,0.48,0.503,1280,720,yuv420p,30.0,,,
335,Gaming_720P-6403,Gaming,720,121,4.023,4.013999999999999,4.221,3.964,0.445,0.516,0.402,0.531,1280,720,yuv420p,60.0,,,
336,Gaming_720P-64b0,Gaming,720,108,4.396,4.285,4.3839999999999995,4.44,0.48,0.511,0.483,0.48,1280,720,yuv420p,29.970029970029998,,,
337,Gaming_720P-6625,Gaming,720,120,3.813,3.5660000000000003,3.8789999999999996,3.738,0.47600000000000003,0.722,0.57,0.583,1280,720,yuv420p,29.970029970029998,,,
338,Gaming_720P-6658,Gaming,720,123,3.715,3.7230000000000003,3.522,3.4419999999999997,0.498,0.502,0.449,0.444,1280,720,yuv420p,30.0,,,
339,Gaming_720P-6a45,Gaming,720,120,3.967,4.1160000000000005,4.188,4.109,0.532,0.627,0.609,0.56,1280,720,yuv420p,30.0,,,
340,Gaming_720P-7afd,Gaming,720,125,2.4859999999999998,2.283,2.722,2.602,0.755,0.637,0.588,0.541,1280,720,yuv420p,30.0,,,
341,HDR_1080P-0d31,HDR,1080,139,4.373,4.06,4.102,3.7769999999999997,0.507,0.483,0.569,0.504,1920,1080,yuv420p10le,60.0,,,
342,HDR_1080P-13eb,HDR,1080,125,3.761,3.647,3.799,3.667,0.484,0.59,0.74,0.529,1920,1080,yuv420p10le,60.0,,,
343,HDR_1080P-1be2,HDR,1080,122,3.7560000000000002,3.906,3.738,3.735,0.495,0.5329999999999999,0.547,0.485,1920,1080,yuv420p10le,60.0,,,
344,HDR_1080P-1e5b,HDR,1080,128,1.242,1.3230000000000002,1.3869999999999998,1.3869999999999998,0.431,0.513,0.6579999999999999,0.6509999999999999,1920,1080,yuv420p10le,60.0,,,
345,HDR_1080P-206d,HDR,1080,109,3.7910000000000004,3.6919999999999997,3.971,3.8810000000000002,0.5760000000000001,0.66,0.6859999999999999,0.569,1920,1080,yuv420p10le,59.9400630914826,,,
347,HDR_1080P-2d32,HDR,1080,141,4.503,4.467,4.303,4.553,0.488,0.44,0.605,0.483,1920,1080,yuv420p10le,23.976023976024,,,
348,HDR_1080P-3181,HDR,1080,114,3.7769999999999997,3.718,3.412,3.444,0.594,0.5429999999999999,0.6809999999999999,0.711,1920,1080,yuv420p12le,5.0,,,
349,HDR_1080P-33e3,HDR,1080,141,4.45,4.436,4.227,4.156000000000001,0.467,0.449,0.55,0.5670000000000001,1920,1080,yuv420p10le,60.0,,,
350,HDR_1080P-3521,HDR,1080,132,3.895,4.013,4.191,4.123,0.495,0.53,0.5329999999999999,0.597,1920,1080,yuv420p10le,60.0,,,
351,HDR_1080P-35f4,HDR,1080,125,4.16,4.051,3.9539999999999997,3.96,0.6,0.618,0.5579999999999999,0.529,1920,1080,yuv420p10le,60.0,,,
352,HDR_1080P-3749,HDR,1080,131,4.08,3.949,4.015,3.89,0.5870000000000001,0.47,0.55,0.523,1920,1080,yuv420p10le,60.0,,,
353,HDR_1080P-3a4a,HDR,1080,127,3.824,3.9789999999999996,3.7110000000000003,3.972,0.43799999999999994,0.41100000000000003,0.5429999999999999,0.515,1920,1080,yuv420p10le,60.0,,,
354,HDR_1080P-46a4,HDR,1080,122,3.582,3.667,3.3760000000000003,3.432,0.728,0.755,0.76,0.8,1920,1080,yuv420p10le,50.0,,,
355,HDR_1080P-49d6,HDR,1080,148,4.5889999999999995,4.637,4.531000000000001,4.6,0.395,0.401,0.47100000000000003,0.425,1920,1080,yuv420p10le,23.976023976024,,,
356,HDR_1080P-4f4a,HDR,1080,125,3.51,3.363,3.366,3.5460000000000003,0.838,0.728,0.79,0.743,1920,1080,yuv420p10le,59.9400630914826,,,
357,HDR_1080P-548b,HDR,1080,130,4.626,4.757,4.655,4.672,0.41200000000000003,0.35,0.392,0.37200000000000005,1920,1080,yuv422p10le,25.0,,,
358,HDR_1080P-549e,HDR,1080,127,4.064,3.9339999999999997,3.928,3.977,0.633,0.5710000000000001,0.579,0.488,1920,1080,yuv420p10le,60.0,,,
359,HDR_1080P-55c4,HDR,1080,124,4.106,3.264,4.35,4.405,0.584,0.898,0.581,0.48,1920,1080,yuv420p10le,60.0,,,
360,HDR_1080P-601b,HDR,1080,129,4.3180000000000005,4.362,4.277,4.427,0.578,0.452,0.611,0.529,1920,1080,yuv420p10le,59.9400630914826,,,
361,HDR_1080P-687e,HDR,1080,134,2.6289999999999996,3.895,2.452,1.5230000000000001,1.093,0.498,1.06,0.755,1920,1080,yuv420p10le,60.0,,,
362,HDR_1080P-68c8,HDR,1080,124,3.804,3.6830000000000003,3.7439999999999998,3.7739999999999996,0.648,0.605,0.622,0.591,1920,1080,yuv420p10le,60.0,,,
363,HDR_1080P-69de,HDR,1080,124,4.181,4.005,4.005,4.087,0.488,0.40399999999999997,0.41,0.385,1920,1080,yuv420p10le,24.0,,,
364,HDR_1080P-6eb7,HDR,1080,134,4.046,3.847,3.89,3.8280000000000003,0.63,0.465,0.465,0.461,1920,1080,yuv420p10le,60.0,,,
365,HDR_1080P-7825,HDR,1080,118,4.513999999999999,4.498,4.46,4.455,0.45299999999999996,0.43200000000000005,0.413,0.424,1920,1080,yuv420p10le,24.0,,,
394,HowTo_1080P-0267,HowTo,1080,144,4.234,4.168,4.184,4.231,0.56,0.623,0.599,0.607,1920,1080,yuv420p,30.0,,,
395,HowTo_1080P-03fd,HowTo,1080,121,3.517,3.44,3.41,3.4410000000000003,0.46799999999999997,0.483,0.478,0.526,1920,1080,yuv420p,30.0,,,
396,HowTo_1080P-13aa,HowTo,1080,126,4.336,4.428,4.328,4.001,0.48100000000000004,0.436,0.42200000000000004,0.484,1920,1080,yuv420p,23.976023976024,,,
397,HowTo_1080P-1f3b,HowTo,1080,152,4.185,4.367,4.346,4.312,0.574,0.474,0.484,0.5,1920,1080,yuv420p,30.0,,,
399,HowTo_1080P-36a9,HowTo,1080,116,4.427,4.208,4.16,4.14,0.445,0.626,0.645,0.569,1920,1080,yuv420p,31.139001349527696,,,
400,HowTo_1080P-4d7b,HowTo,1080,113,4.199,3.897,4.308,4.397,0.40700000000000003,0.517,0.517,0.483,1920,1080,yuv420p,29.970029970029998,,,
401,HowTo_1080P-52bb,HowTo,1080,130,4.272,4.492,4.417,4.281000000000001,0.55,0.434,0.47600000000000003,0.547,1920,1080,yuv444p,15.0,,,
402,HowTo_1080P-55d1,HowTo,1080,133,4.102,3.988,3.95,3.947,0.593,0.517,0.461,0.526,1920,1080,yuv420p,30.0210016155089,,,
404,HowTo_1080P-63e4,HowTo,1080,139,3.948,4.198,3.978,3.904,0.47700000000000004,0.6,0.486,0.5429999999999999,1920,1080,yuv420p,30.0,,,
405,HowTo_1080P-63ec,HowTo,1080,133,4.229,4.167,4.453,4.331,0.5579999999999999,0.65,0.47700000000000004,0.491,1920,1080,yuv420p,29.970029970029998,,,
406,HowTo_1080P-64f7,HowTo,1080,151,4.454,4.157,4.367,4.416,0.46799999999999997,0.602,0.478,0.522,1920,1080,yuv420p,25.0,,,
407,HowTo_1080P-6cbf,HowTo,1080,131,1.915,1.8559999999999999,1.848,1.649,0.8009999999999999,0.691,0.667,0.589,1920,1080,yuv422p,29.970029970029998,,,
408,HowTo_1080P-7399,HowTo,1080,151,4.194,4.146,4.171,4.184,0.608,0.41200000000000003,0.605,0.659,1920,1080,yuv420p,30.0,,,
409,HowTo_1080P-763c,HowTo,1080,126,3.957,3.841,3.9760000000000004,4.4239999999999995,0.465,0.499,0.509,0.47200000000000003,1920,1080,yuv420p,59.9400630914826,,,
410,HowTo_1080P-7cf2,HowTo,1080,117,3.717,3.716,3.8489999999999998,3.6039999999999996,0.493,0.515,0.527,0.565,1920,1080,yuv420p,29.901999999999997,,,
411,HowTo_1080P-7f18,HowTo,1080,133,3.718,3.7889999999999997,3.88,3.752,0.499,0.536,0.604,0.6459999999999999,1920,1080,yuv420p,29.970029970029998,,,
413,HowTo_360P-041c,HowTo,360,122,3.214,2.906,2.8560000000000003,2.969,0.511,0.607,0.555,0.614,640,360,yuv420p,30.0,,,
414,HowTo_360P-0562,HowTo,360,126,3.261,3.27,3.225,3.168,0.49200000000000005,0.479,0.495,0.494,640,360,yuv420p,25.0,,,
415,HowTo_360P-06be,HowTo,360,122,3.6010000000000004,3.509,3.443,3.466,0.452,0.47600000000000003,0.499,0.485,640,360,yuv420p,25.0,,,
416,HowTo_360P-09f8,HowTo,360,110,2.951,2.8160000000000003,2.839,2.8710000000000004,0.602,0.645,0.637,0.614,640,360,yuv420p,30.0,,,
417,HowTo_360P-127f,HowTo,360,114,3.332,2.9789999999999996,2.702,2.825,0.5489999999999999,0.623,0.5479999999999999,0.615,640,360,yuv420p,25.0,,,
418,HowTo_360P-1823,HowTo,360,125,3.056,2.612,2.8339999999999996,2.8569999999999998,0.584,0.5770000000000001,0.679,0.612,640,360,yuv420p,30.0,,,
419,HowTo_360P-18e7,HowTo,360,123,2.78,2.903,2.775,2.602,0.632,0.662,0.659,0.652,640,360,yuv420p,15.0,,,
420,HowTo_360P-1dba,HowTo,360,126,1.9069999999999998,1.742,1.828,1.9169999999999998,0.764,0.619,0.625,0.742,640,360,yuv420p,28.318,,,
421,HowTo_360P-2074,HowTo,360,127,3.536,3.455,3.537,3.448,0.452,0.47600000000000003,0.447,0.44,640,360,yuv420p,30.0,,,
422,HowTo_360P-2a3b,HowTo,360,114,2.589,2.448,2.445,2.8360000000000003,0.652,0.7120000000000001,0.653,0.73,640,360,yuv420p,15.0,,,
423,HowTo_360P-2d35,HowTo,360,124,2.847,2.833,2.66,2.685,0.632,0.6709999999999999,0.5660000000000001,0.514,640,360,yuv420p,29.970029970029998,,,
424,HowTo_360P-2fd5,HowTo,360,127,2.049,1.52,1.682,1.811,1.0270000000000001,0.607,0.74,0.82,640,360,yuv420p,26.7,,,
425,HowTo_360P-3aa6,HowTo,360,126,3.0189999999999997,3.025,2.984,3.156,0.629,0.631,0.611,0.508,640,360,yuv420p,23.976023976024,,,
426,HowTo_360P-4276,HowTo,360,115,3.448,3.29,3.283,3.273,0.489,0.498,0.504,0.5589999999999999,640,360,yuv420p,30.0,,,
427,HowTo_360P-4e4c,HowTo,360,119,3.005,2.745,3.009,3.227,0.615,0.58,0.625,0.57,640,360,yuv420p,25.0,,,
428,HowTo_360P-55e9,HowTo,360,140,3.4960000000000004,3.542,3.654,3.7289999999999996,0.496,0.444,0.51,0.465,640,360,yuv420p,29.970029970029998,,,
429,HowTo_360P-5da7,HowTo,360,122,3.425,3.304,3.392,3.34,0.5760000000000001,0.5379999999999999,0.518,0.499,640,360,yuv420p,30.0,,,
430,HowTo_360P-6093,HowTo,360,113,3.205,3.173,3.023,3.2560000000000002,0.513,0.474,0.616,0.462,640,360,yuv420p,25.0,,,
431,HowTo_360P-6a0e,HowTo,360,139,2.104,2.01,1.901,1.835,0.85,0.894,0.758,0.732,640,360,yuv420p,30.0,,,
432,HowTo_360P-7083,HowTo,360,131,3.031,2.948,2.824,2.898,0.636,0.601,0.5429999999999999,0.574,640,360,yuv420p,29.970029970029998,,,
433,HowTo_360P-7dcd,HowTo,360,144,3.035,3.069,3.057,2.997,0.62,0.62,0.6679999999999999,0.62,640,360,yuv420p,24.0,,,
434,HowTo_360P-7fb1,HowTo,360,114,3.322,3.26,3.155,3.264,0.5489999999999999,0.581,0.659,0.54,640,360,yuv420p,30.0,,,
435,HowTo_480P-04f1,HowTo,480,134,3.4539999999999997,3.187,3.26,3.438,0.489,0.526,0.511,0.425,640,480,yuv420p,30.0,,,
436,HowTo_480P-0cb3,HowTo,480,132,3.592,3.5269999999999997,3.5410000000000004,3.5589999999999997,0.503,0.512,0.45899999999999996,0.511,640,480,yuv422p,30.0,,,
437,HowTo_480P-0d00,HowTo,480,142,3.998,4.046,4.043,4.0280000000000005,0.625,0.634,0.631,0.665,640,480,yuv420p,25.0,,,
438,HowTo_480P-0eb3,HowTo,480,121,2.5069999999999997,2.339,2.5269999999999997,2.552,0.563,0.5870000000000001,0.557,0.525,848,480,yuv422p,30.0,,,
439,HowTo_480P-118d,HowTo,480,145,1.462,1.3130000000000002,1.294,1.27,0.76,0.56,0.519,0.485,640,480,yuv420p,30.0,,,
440,HowTo_480P-15c1,HowTo,480,116,3.264,3.361,3.202,3.247,0.698,0.63,0.653,0.687,848,480,yuv420p,18.785,,,
442,HowTo_480P-221e,HowTo,480,113,3.283,3.2,3.306,3.2289999999999996,0.5760000000000001,0.6409999999999999,0.6609999999999999,0.674,640,480,yuv420p,15.0,,,
443,HowTo_480P-2610,HowTo,480,121,2.9810000000000003,2.8760000000000003,3.0980000000000003,2.978,0.5429999999999999,0.637,0.635,0.648,640,480,yuv420p,1.9980019980019998,,,
444,HowTo_480P-32c9,HowTo,480,134,2.51,2.3930000000000002,2.532,2.295,0.73,0.723,0.76,0.664,640,480,yuv420p,25.0,,,
